Id,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,GarageArea,OverallQual,FullBath,GarageCars,TotRmsAbvGrd,MSZoning,Condition2,Neighborhood,ExterQual,PoolQC,RoofMatl,SalePrice
680,1961,1961,988.0,988,988,572.0,5,1,2.0,5,RL,Norm,Sawyer,TA,RL,CompShg,128500.0
681,1980,1980,923.0,923,923,264.0,6,2,1.0,5,RL,Norm,SawyerW,TA,RL,CompShg,143000.0
682,1932,2000,793.0,848,1520,281.0,5,1,1.0,6,RH,Norm,SWISU,TA,RH,CompShg,159434.0
683,1996,1997,1291.0,1291,1291,431.0,6,1,2.0,6,RL,Norm,ClearCr,TA,RL,CompShg,173000.0
684,2002,2002,1626.0,1668,1668,702.0,9,2,3.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,285000.0
685,1998,1998,1195.0,1195,1839,486.0,7,2,2.0,7,RL,Norm,NoRidge,Gd,RL,CompShg,221000.0
686,1984,1984,1190.0,1190,2090,577.0,7,2,2.0,6,RL,Norm,StoneBr,Gd,RL,CompShg,207500.0
687,2007,2007,874.0,874,1761,578.0,7,3,2.0,7,FV,Norm,Somerst,Gd,FV,CompShg,227875.0
688,2004,2004,551.0,551,1102,480.0,7,2,2.0,4,FV,Norm,Somerst,Gd,FV,CompShg,148800.0
689,2007,2007,1419.0,1419,1419,567.0,8,2,2.0,7,RL,Norm,StoneBr,Gd,RL,CompShg,392000.0
690,2005,2006,1362.0,1362,1362,460.0,6,2,2.0,6,RL,Norm,NridgHt,Gd,RL,CompShg,194700.0
691,2004,2004,848.0,848,848,420.0,6,1,2.0,3,RM,Norm,CollgCr,Gd,RM,CompShg,141000.0
692,1994,1995,2444.0,2444,4316,832.0,10,3,3.0,10,RL,Norm,NoRidge,Ex,RL,WdShngl,755000.0
693,1989,1990,1210.0,1238,2519,628.0,7,2,2.0,9,RL,Norm,Timber,Gd,RL,CompShg,335000.0
694,1921,1968,1073.0,1073,1073,326.0,5,1,1.0,4,RL,Norm,OldTown,TA,RL,CompShg,108480.0
695,1936,1950,927.0,1067,1539,576.0,5,1,2.0,5,RM,Norm,BrkSide,TA,RM,CompShg,141500.0
696,1987,1987,1112.0,1137,1137,551.0,6,2,2.0,5,RL,Norm,Timber,TA,RL,CompShg,176000.0
697,1921,1950,616.0,616,616,205.0,5,1,1.0,4,RM,Norm,BrkSide,TA,RM,CompShg,89000.0
698,1952,1952,980.0,1148,1148,308.0,5,1,1.0,6,RL,Norm,Edwards,TA,RL,CompShg,123500.0
699,1965,2009,894.0,894,894,336.0,5,1,1.0,5,RL,Norm,Sawyer,TA,RL,CompShg,138500.0
700,2004,2004,1391.0,1391,1391,530.0,7,2,2.0,5,FV,Norm,Somerst,Gd,FV,CompShg,196000.0
701,2002,2002,1800.0,1800,1800,765.0,8,2,3.0,7,RL,Norm,Timber,Gd,RL,CompShg,312500.0
702,1969,1969,1164.0,1164,1164,528.0,7,1,2.0,6,RL,Norm,NWAmes,TA,RL,CompShg,140000.0
703,2006,2006,1234.0,1264,2576,666.0,8,2,3.0,10,RL,Norm,StoneBr,Ex,RL,CompShg,361919.0
704,1900,1996,360.0,1032,1812,672.0,5,2,2.0,8,RM,Norm,OldTown,TA,RM,CompShg,140000.0
705,2004,2005,1473.0,1484,1484,606.0,7,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,213000.0
706,1930,1950,0.0,372,1092,0.0,4,2,0.0,7,RM,Norm,IDOTRR,Fa,RM,CompShg,55000.0
707,1971,2002,1643.0,1824,1824,739.0,7,2,2.0,5,RL,Norm,ClearCr,TA,RL,CompShg,302000.0
708,2006,2006,1324.0,1324,1324,550.0,8,2,2.0,6,RL,Norm,NridgHt,Gd,RL,CompShg,254000.0
709,2007,2007,728.0,728,1456,400.0,7,2,2.0,8,RL,Norm,Gilbert,Gd,RL,CompShg,179540.0
710,1966,1966,876.0,904,904,408.0,5,1,1.0,6,RL,Norm,Sawyer,TA,RL,CompShg,109900.0
711,1935,2003,270.0,729,729,0.0,3,1,0.0,5,RL,Norm,BrkSide,Gd,RL,CompShg,52000.0
712,1900,1950,859.0,859,1178,384.0,4,1,1.0,7,C (all),Norm,IDOTRR,TA,C (all),CompShg,102776.0
713,1988,1989,1228.0,1228,1228,472.0,8,2,2.0,5,RL,Norm,StoneBr,Gd,RL,CompShg,189000.0
714,1970,1970,960.0,960,960,576.0,4,1,2.0,6,RL,Norm,BrkSide,TA,RL,CompShg,129000.0
715,1976,2005,725.0,725,1479,475.0,6,2,2.0,6,RL,Norm,Sawyer,Gd,RL,CompShg,130500.0
716,1974,1974,1064.0,1350,1350,478.0,6,2,2.0,7,RL,Norm,NWAmes,TA,RL,CompShg,165000.0
717,1890,1998,718.0,1576,2554,704.0,7,1,2.0,8,RM,Norm,OldTown,TA,RM,CompShg,159500.0
718,1973,2000,1176.0,1178,1178,439.0,5,1,2.0,5,RL,Norm,NWAmes,TA,RL,CompShg,157000.0
719,1993,1994,1311.0,1325,2418,983.0,7,2,3.0,9,RL,Norm,NoRidge,Gd,RL,CompShg,341000.0
720,1969,1969,971.0,971,971,300.0,5,1,1.0,5,RL,Norm,CollgCr,TA,RL,CompShg,128500.0
721,1985,1985,1742.0,1742,1742,564.0,8,2,2.0,5,RL,Norm,StoneBr,Gd,RL,CompShg,275000.0
722,2004,2004,848.0,848,848,420.0,6,1,2.0,3,RM,Norm,CollgCr,Gd,RM,CompShg,143000.0
723,1970,1970,864.0,864,864,463.0,4,1,2.0,5,RL,Norm,NAmes,TA,RL,CompShg,124500.0
724,1954,1972,941.0,997,1470,548.0,4,2,1.0,7,RL,Norm,Edwards,TA,RL,CompShg,135000.0
725,2007,2008,1698.0,1698,1698,768.0,9,2,3.0,8,RL,Norm,Edwards,Ex,RL,CompShg,320000.0
726,1970,1970,864.0,864,864,660.0,4,1,2.0,5,RL,Norm,NAmes,TA,RL,CompShg,120500.0
727,1988,2007,880.0,1680,1680,540.0,6,2,2.0,5,RL,Norm,Crawfor,Gd,RL,CompShg,222000.0
728,2007,2007,1232.0,1232,1232,632.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,194500.0
729,1958,1958,1584.0,1776,1776,888.0,5,2,3.0,9,RL,Norm,NAmes,TA,RL,CompShg,110000.0
730,1925,1950,780.0,848,1208,539.0,4,1,2.0,5,RM,Norm,IDOTRR,TA,RM,CompShg,103000.0
731,1995,1996,1595.0,1616,1616,608.0,8,2,2.0,5,RL,Norm,StoneBr,Gd,RL,CompShg,236500.0
732,2003,2003,868.0,1146,1146,438.0,7,2,2.0,6,RL,Norm,Timber,Gd,RL,CompShg,187500.0
733,1998,1999,1153.0,1153,2031,541.0,7,2,2.0,8,RL,Norm,CollgCr,Gd,RL,CompShg,222500.0
734,1961,1983,864.0,1144,1144,264.0,5,1,1.0,6,RL,Norm,Sawyer,TA,RL,CompShg,131400.0
735,1968,1968,948.0,948,948,300.0,5,1,1.0,6,RL,Norm,Sawyer,TA,RL,CompShg,108000.0
736,1914,1970,880.0,880,1768,320.0,7,1,2.0,6,RM,Norm,OldTown,TA,RM,CompShg,163000.0
737,1950,1950,0.0,1040,1040,400.0,3,2,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,93500.0
738,2005,2005,893.0,901,1801,800.0,8,2,3.0,8,RL,Norm,Gilbert,Gd,RL,CompShg,239900.0
739,1987,1988,1200.0,1200,1200,0.0,5,3,0.0,5,RL,Norm,Edwards,TA,RL,CompShg,179000.0
740,2004,2004,864.0,864,1728,572.0,7,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,190000.0
741,1910,2002,264.0,768,1432,360.0,5,2,2.0,7,RM,Norm,OldTown,TA,RM,CompShg,132000.0
742,1961,1996,912.0,912,912,288.0,6,1,1.0,5,RL,Norm,Sawyer,TA,RL,CompShg,142000.0
743,2000,2001,1349.0,1349,1349,539.0,7,2,2.0,6,RL,Norm,SawyerW,TA,RL,CompShg,179000.0
744,1963,1999,520.0,1464,1464,480.0,5,2,2.0,6,RL,Norm,Sawyer,TA,RL,CompShg,175000.0
745,1993,1993,1337.0,1337,1337,462.0,8,2,2.0,5,RL,Norm,StoneBr,Gd,RL,CompShg,180000.0
746,1976,1996,1142.0,1175,2715,831.0,8,3,2.0,11,RL,Norm,NWAmes,Ex,RL,CompShg,299800.0
747,2000,2000,952.0,980,2256,554.0,7,2,2.0,8,RL,Norm,Gilbert,Gd,RL,CompShg,236000.0
748,1880,2003,1240.0,1320,2640,864.0,7,1,4.0,8,RM,Norm,OldTown,Gd,RM,CompShg,265979.0
749,1996,1996,1720.0,1720,1720,527.0,7,2,2.0,7,RL,Norm,NoRidge,Gd,RL,CompShg,260400.0
750,1945,1950,0.0,1088,1529,240.0,4,2,1.0,9,RL,Norm,Edwards,TA,RL,CompShg,98000.0
751,1910,2004,576.0,792,1140,0.0,4,1,0.0,7,RM,Norm,OldTown,TA,RM,CompShg,96500.0
752,2003,2003,660.0,660,1320,400.0,7,2,2.0,6,RL,Norm,Gilbert,Gd,RL,CompShg,162000.0
753,1997,1997,1479.0,1494,1494,576.0,6,2,2.0,6,RL,Norm,CollgCr,TA,RL,CompShg,217000.0
754,2005,2005,1030.0,1038,2098,878.0,8,2,3.0,8,RL,Norm,NridgHt,Gd,RL,CompShg,275500.0
755,1969,2005,1026.0,1026,1026,440.0,6,1,2.0,5,RL,Norm,NAmes,TA,RL,CompShg,156000.0
756,1999,1999,729.0,742,1471,440.0,6,2,2.0,6,FV,Norm,Somerst,TA,FV,CompShg,172500.0
757,2007,2007,866.0,866,1768,578.0,8,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,212000.0
758,1978,1978,672.0,672,1386,440.0,6,2,2.0,6,RL,Norm,Sawyer,TA,RL,CompShg,158900.0
759,1999,1999,744.0,757,1501,440.0,7,2,2.0,6,FV,Norm,Somerst,TA,FV,CompShg,179400.0
760,1995,1995,1318.0,1328,2531,752.0,8,2,3.0,9,RL,Norm,NoRidge,Gd,RL,CompShg,290000.0
761,1959,1959,864.0,864,864,300.0,6,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,127500.0
762,1924,1950,1145.0,1301,1301,440.0,5,1,2.0,5,RM,Norm,BrkSide,TA,RM,CompShg,100000.0
763,2009,2009,756.0,764,1547,614.0,7,2,2.0,7,FV,Norm,Somerst,TA,FV,CompShg,215200.0
764,1999,1999,1252.0,1268,2365,856.0,8,2,3.0,8,RL,Norm,NoRidge,Gd,RL,CompShg,337000.0
765,1995,1996,1494.0,1494,1494,481.0,8,1,2.0,6,RL,Norm,Veenker,Gd,RL,CompShg,270000.0
766,2008,2008,1498.0,1506,1506,592.0,9,2,2.0,6,RL,Norm,Somerst,Gd,RL,CompShg,264132.0
767,1988,1988,980.0,980,1714,496.0,7,2,2.0,7,RL,Norm,NWAmes,TA,RL,CompShg,196500.0
768,1940,1985,983.0,983,1750,423.0,6,2,1.0,7,RL,Norm,Mitchel,TA,RL,CompShg,160000.0
769,2004,2005,1860.0,1836,1836,484.0,7,2,2.0,8,RL,Norm,CollgCr,Gd,RL,CompShg,216837.0
770,2003,2003,1650.0,1690,3279,841.0,8,3,3.0,12,RL,Norm,StoneBr,Ex,RL,CompShg,538000.0
771,1982,1982,858.0,858,858,576.0,5,1,2.0,5,RL,Norm,Sawyer,TA,RL,CompShg,134900.0
772,1951,1951,836.0,1220,1220,396.0,4,1,2.0,6,RL,Norm,Edwards,TA,RL,CompShg,102000.0
773,1976,1976,1029.0,1117,1117,672.0,6,1,2.0,6,RL,Norm,Edwards,TA,RL,CompShg,107000.0
774,1958,1958,912.0,912,912,275.0,5,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,114500.0
775,2006,2006,1935.0,1973,1973,895.0,8,2,3.0,9,RL,Norm,NridgHt,Gd,RL,CompShg,395000.0
776,1998,1998,1204.0,1204,1204,412.0,6,2,2.0,5,RM,Norm,Mitchel,TA,RM,CompShg,162000.0
777,2005,2006,1614.0,1614,1614,865.0,7,2,3.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,221500.0
778,1974,1974,864.0,894,894,440.0,5,1,2.0,5,RL,Norm,Sawyer,TA,RL,CompShg,142500.0
779,1977,1977,0.0,2020,2020,630.0,5,2,2.0,10,RH,Norm,SawyerW,TA,RH,CompShg,144000.0
780,1977,1977,975.0,1004,1004,504.0,6,1,2.0,4,RL,Norm,Mitchel,TA,RL,CompShg,135000.0
781,1995,1996,1237.0,1253,1253,402.0,7,2,2.0,6,RL,Norm,Gilbert,TA,RL,CompShg,176000.0
782,1992,1992,761.0,810,1603,484.0,6,2,2.0,7,RL,Norm,SawyerW,Gd,RL,CompShg,175900.0
783,2001,2002,1413.0,1430,1430,605.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,187100.0
784,1978,1978,1097.0,1110,1110,602.0,5,1,2.0,4,RL,Norm,Mitchel,TA,RL,CompShg,165500.0
785,1914,2001,742.0,742,1484,0.0,6,2,0.0,9,RM,Norm,OldTown,TA,RM,CompShg,128000.0
786,1967,1967,1372.0,1342,1342,457.0,6,2,2.0,7,RL,Norm,NWAmes,TA,RL,CompShg,161500.0
787,1915,1950,686.0,966,1652,416.0,5,2,1.0,7,RM,Norm,OldTown,TA,RM,CompShg,139000.0
788,2004,2004,956.0,956,2084,618.0,7,2,2.0,8,RL,Norm,SawyerW,Gd,RL,CompShg,233000.0
789,1954,2000,901.0,901,901,281.0,4,1,1.0,4,RM,Norm,OldTown,TA,RM,CompShg,107900.0
790,1966,2007,832.0,976,2087,444.0,6,2,2.0,9,RL,Norm,ClearCr,TA,RL,CompShg,187500.0
791,2005,2006,1145.0,1145,1145,397.0,7,2,2.0,5,RL,Norm,Blmngtn,Gd,RL,CompShg,160200.0
792,1976,1976,1029.0,1062,1062,539.0,6,1,2.0,5,RL,Norm,Mitchel,TA,RL,CompShg,146800.0
793,1996,1997,1117.0,1127,2013,455.0,7,2,2.0,8,RL,Norm,NoRidge,Gd,RL,CompShg,269790.0
794,2007,2007,1496.0,1496,1496,474.0,8,2,2.0,7,RL,Norm,Somerst,Gd,RL,CompShg,225000.0
795,1994,1996,712.0,1086,1895,409.0,7,2,2.0,7,RL,Norm,Gilbert,Gd,RL,CompShg,194500.0
796,1980,1981,650.0,888,1564,476.0,6,2,2.0,7,RL,Norm,SawyerW,TA,RL,CompShg,171000.0
797,1977,1977,660.0,1285,1285,528.0,6,1,2.0,7,RL,Norm,Sawyer,TA,RL,CompShg,143500.0
798,1953,1953,773.0,773,773,240.0,5,1,1.0,4,RL,Norm,NAmes,TA,RL,CompShg,110000.0
799,2008,2009,1926.0,1966,3140,820.0,9,3,3.0,11,RL,Norm,NridgHt,Ex,RL,CompShg,485000.0
800,1937,1950,731.0,981,1768,240.0,5,1,1.0,7,RL,Norm,SWISU,TA,RL,CompShg,175000.0
801,1997,1997,616.0,616,1688,603.0,6,2,2.0,8,RL,Norm,ClearCr,TA,RL,CompShg,200000.0
802,1916,1990,1196.0,1196,1196,440.0,4,1,2.0,5,RM,Norm,IDOTRR,TA,RM,CompShg,109900.0
803,2005,2005,728.0,728,1456,410.0,7,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,189000.0
804,2008,2009,1734.0,1734,2822,1020.0,9,3,3.0,12,RL,Norm,NridgHt,Ex,RL,CompShg,582933.0
805,1954,1954,936.0,1128,1128,286.0,5,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,118000.0
806,2008,2008,1417.0,1428,1428,554.0,7,2,2.0,6,RL,Norm,Somerst,Gd,RL,CompShg,227680.0
807,1967,1967,980.0,980,980,384.0,5,2,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,135500.0
808,1923,2004,1324.0,1072,1576,528.0,5,1,2.0,6,RL,Norm,BrkSide,TA,RL,CompShg,223500.0
809,1966,1966,1024.0,1086,1086,484.0,5,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,159950.0
810,1898,1965,849.0,1075,2138,360.0,5,2,2.0,11,RM,Norm,OldTown,TA,RM,CompShg,106000.0
811,1974,1999,1040.0,1309,1309,484.0,6,1,2.0,5,RL,Norm,NWAmes,TA,RL,CompShg,181000.0
812,2004,2004,848.0,848,848,420.0,6,1,2.0,4,RM,Norm,CollgCr,Gd,RM,CompShg,144500.0
813,1952,1952,540.0,1044,1044,504.0,5,1,2.0,4,C (all),Norm,IDOTRR,Fa,C (all),CompShg,55993.0
814,1958,1958,1442.0,1442,1442,301.0,6,1,1.0,7,RL,Norm,NAmes,TA,RL,CompShg,157900.0
815,1918,1950,686.0,686,1250,280.0,5,1,1.0,7,RL,Norm,Edwards,TA,RL,CompShg,116000.0
816,1998,1998,1649.0,1661,1661,598.0,7,2,2.0,6,RL,Norm,CollgCr,TA,RL,CompShg,224900.0
817,1954,1954,1008.0,1008,1008,275.0,5,1,1.0,4,RL,Norm,NAmes,TA,RL,CompShg,137000.0
818,2002,2002,1568.0,1689,1689,857.0,8,2,3.0,7,RL,Norm,Mitchel,Gd,RL,CompShg,271000.0
819,1971,1971,1010.0,1052,1052,440.0,6,1,2.0,6,RL,Norm,ClearCr,TA,RL,CompShg,155000.0
820,2009,2010,1358.0,1358,1358,484.0,7,2,2.0,6,RL,Norm,NridgHt,Gd,RL,CompShg,224000.0
821,2003,2003,798.0,798,1640,595.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,183000.0
822,1953,1953,936.0,936,936,576.0,4,1,2.0,4,RM,Norm,OldTown,Fa,RM,CompShg,93000.0
823,2003,2003,847.0,847,1733,433.0,7,2,2.0,7,RL,Norm,Gilbert,Gd,RL,CompShg,225000.0
824,1940,1950,778.0,944,1489,240.0,6,2,1.0,7,RL,Norm,SWISU,TA,RL,CompShg,139500.0
825,2006,2006,1489.0,1489,1489,776.0,8,2,2.0,7,FV,Norm,Somerst,Gd,FV,CompShg,232600.0
826,2007,2008,2078.0,2084,2084,1220.0,10,2,3.0,7,RL,PosN,NridgHt,Ex,RL,CompShg,385000.0
827,1924,1950,784.0,784,784,0.0,5,1,0.0,5,RM,Norm,BrkSide,TA,RM,CompShg,109500.0
828,2001,2001,1454.0,1434,1434,527.0,7,2,2.0,6,RL,Norm,SawyerW,Gd,RL,CompShg,189000.0
829,1967,1967,1013.0,1160,2126,538.0,5,2,2.0,7,RL,Norm,ClearCr,TA,RL,Tar&Grv,185000.0
830,2005,2005,600.0,520,1223,480.0,7,2,2.0,4,FV,Norm,Somerst,Gd,FV,CompShg,147400.0
831,1957,1957,1392.0,1392,1392,458.0,6,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,166000.0
832,2005,2005,600.0,520,1200,480.0,7,2,2.0,4,FV,Norm,Somerst,TA,FV,CompShg,151000.0
833,2003,2003,941.0,941,1829,613.0,7,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,237000.0
834,1964,1964,1516.0,1516,1516,472.0,6,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,167000.0
835,1961,1961,1144.0,1144,1144,456.0,5,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,139950.0
836,1950,1995,1067.0,1067,1067,436.0,4,2,2.0,4,RL,Norm,Sawyer,TA,RL,CompShg,128000.0
837,1948,1973,1559.0,1559,1559,812.0,5,1,2.0,5,RM,Norm,OldTown,TA,RM,CompShg,153500.0
838,1973,1973,483.0,483,987,264.0,6,1,1.0,5,RM,Norm,BrDale,TA,RM,CompShg,100000.0
839,1995,2006,1099.0,1099,1099,352.0,5,1,1.0,6,RL,Norm,CollgCr,TA,RL,CompShg,144000.0
840,1946,1995,768.0,768,1200,240.0,5,1,1.0,6,RL,Norm,Edwards,TA,RL,CompShg,130500.0
841,1925,1950,672.0,810,1482,400.0,6,2,1.0,7,RH,Norm,SWISU,TA,RH,CompShg,140000.0
842,1904,2002,650.0,958,1539,686.0,5,2,2.0,8,RM,Norm,OldTown,TA,RM,CompShg,157500.0
843,1966,1966,1127.0,1165,1165,490.0,6,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,174900.0
844,1961,1961,1800.0,1800,1800,0.0,5,2,0.0,10,RL,Norm,NAmes,TA,RL,CompShg,141000.0
845,1915,1950,876.0,876,1416,720.0,5,1,3.0,7,RM,Norm,OldTown,TA,RM,CompShg,153900.0
846,1975,1981,1390.0,1701,1701,611.0,5,2,2.0,6,RL,Norm,Sawyer,TA,RL,CompShg,171000.0
847,1993,1993,740.0,1006,1775,425.0,7,2,2.0,7,RL,Norm,SawyerW,Gd,RL,CompShg,213000.0
848,1972,1972,864.0,864,864,338.0,5,1,1.0,5,RL,Norm,CollgCr,TA,RL,CompShg,133500.0
849,1908,1997,907.0,1307,2358,360.0,6,3,2.0,10,RL,Norm,ClearCr,TA,RL,CompShg,240000.0
850,1976,1994,528.0,1094,1855,512.0,6,2,2.0,7,RL,Norm,Veenker,Gd,RL,CompShg,187000.0
851,2003,2003,848.0,848,848,420.0,6,1,2.0,3,RM,Norm,CollgCr,Gd,RM,CompShg,131500.0
852,2003,2003,1273.0,1456,1456,400.0,8,2,2.0,7,RL,Norm,Blmngtn,Gd,RL,CompShg,215000.0
853,1941,1950,918.0,918,1646,240.0,7,2,1.0,7,RL,Norm,Crawfor,TA,RL,CompShg,164000.0
854,1964,1964,1127.0,1445,1445,645.0,6,1,2.0,7,RL,Norm,NAmes,TA,RL,CompShg,158000.0
855,1955,1974,1763.0,1779,1779,454.0,5,1,2.0,6,RL,Norm,Sawyer,TA,RL,CompShg,170000.0
856,1962,2010,1040.0,1040,1040,260.0,5,1,1.0,6,RL,Norm,Sawyer,TA,RL,CompShg,127000.0
857,1978,1978,940.0,1026,1026,576.0,6,1,2.0,5,RL,Norm,CollgCr,TA,RL,CompShg,147000.0
858,1994,1995,702.0,702,1481,343.0,6,2,2.0,6,RL,Norm,Gilbert,TA,RL,CompShg,174000.0
859,1976,1976,1090.0,1370,1370,479.0,7,2,2.0,6,RL,Norm,NWAmes,TA,RL,CompShg,152000.0
860,1968,1984,1054.0,1512,2654,619.0,6,2,2.0,9,RL,Norm,NWAmes,TA,RL,CompShg,250000.0
861,1918,1998,912.0,912,1426,216.0,7,1,1.0,7,RL,Norm,Crawfor,Gd,RL,CompShg,189950.0
862,1965,1965,1039.0,1039,1039,504.0,5,1,2.0,6,RL,Norm,Sawyer,TA,RL,CompShg,131500.0
863,1984,1985,1040.0,1097,1097,480.0,6,2,2.0,6,RL,Norm,SawyerW,TA,RL,CompShg,152000.0
864,1959,1959,1148.0,1148,1148,672.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,132500.0
865,2007,2008,1372.0,1372,1372,529.0,7,2,2.0,6,FV,Norm,Somerst,Gd,FV,CompShg,250580.0
866,1970,1970,1002.0,1002,1002,902.0,5,1,2.0,5,RL,Norm,NAmes,TA,RL,CompShg,148500.0
867,2006,2007,1638.0,1646,1646,870.0,8,2,3.0,6,RL,Norm,Timber,Gd,RL,CompShg,248900.0
868,1961,1961,1040.0,1120,1120,544.0,4,1,2.0,5,RL,Norm,Sawyer,TA,RL,CompShg,129000.0
869,1948,1950,0.0,1547,2320,672.0,5,2,2.0,7,RL,Norm,Gilbert,TA,RL,CompShg,169000.0
870,1993,1994,1050.0,1062,1949,574.0,7,2,2.0,8,RL,Norm,SawyerW,Gd,RL,CompShg,236000.0
871,1962,1962,894.0,894,894,308.0,5,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,109500.0
872,1998,1998,804.0,804,1682,523.0,6,2,2.0,7,RL,Norm,CollgCr,TA,RL,CompShg,200500.0
873,1953,1996,105.0,910,910,414.0,5,1,2.0,5,RL,Norm,NAmes,Gd,RL,CompShg,116000.0
874,1949,1950,832.0,1036,1268,288.0,5,1,1.0,6,RL,Norm,NAmes,Gd,RL,CompShg,133000.0
875,1941,1950,676.0,676,1131,200.0,5,1,1.0,5,RM,Norm,OldTown,TA,RM,CompShg,66500.0
876,2007,2007,1184.0,1184,2610,550.0,8,2,2.0,11,FV,Norm,Somerst,Gd,FV,CompShg,303477.0
877,1963,1963,1064.0,1040,1040,648.0,4,1,2.0,5,RL,Norm,Mitchel,TA,RL,CompShg,132250.0
878,2004,2005,1462.0,1462,2224,738.0,9,2,3.0,10,RL,Norm,NridgHt,Gd,RL,CompShg,350000.0
879,1961,1995,1109.0,1155,1155,576.0,5,1,2.0,6,RL,Norm,Sawyer,TA,RL,CompShg,148000.0
880,1978,2005,864.0,864,864,336.0,5,1,1.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,136500.0
881,2005,2006,1090.0,1090,1090,450.0,5,1,2.0,5,RL,Norm,Edwards,TA,RL,CompShg,157000.0
882,1990,1991,1156.0,1187,1717,400.0,7,2,2.0,7,RL,Norm,Timber,Gd,RL,CompShg,187500.0
883,1992,1993,808.0,808,1593,389.0,6,2,2.0,7,RL,Norm,Gilbert,TA,RL,CompShg,178000.0
884,1912,1950,795.0,954,2230,440.0,4,1,1.0,10,RL,Norm,SWISU,Gd,RL,CompShg,118500.0
885,1967,1967,892.0,892,892,288.0,5,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,100000.0
886,1999,2000,1698.0,1709,1709,506.0,9,2,2.0,5,FV,Norm,Somerst,Gd,FV,CompShg,328900.0
887,1959,2005,1626.0,1712,1712,588.0,5,2,2.0,8,RL,Norm,NAmes,TA,RL,CompShg,145000.0
888,1955,1955,816.0,872,1393,300.0,5,1,1.0,8,RL,Norm,Edwards,TA,RL,CompShg,135500.0
889,1970,1970,2217.0,2217,2217,621.0,8,2,2.0,8,RL,Norm,NAmes,Gd,RL,Tar&Grv,268000.0
890,1953,1953,1505.0,1505,1505,505.0,6,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,149500.0
891,1949,2006,672.0,672,924,576.0,5,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,122900.0
892,1978,1978,918.0,918,1683,440.0,6,2,2.0,7,RL,Norm,Sawyer,TA,RL,CompShg,172500.0
893,1963,2003,1059.0,1068,1068,264.0,6,1,1.0,6,RL,Norm,Sawyer,TA,RL,CompShg,154500.0
894,1954,1954,1383.0,1383,1383,354.0,5,1,1.0,6,RL,Norm,Sawyer,TA,RL,CompShg,165000.0
895,1979,1979,0.0,1535,1535,400.0,5,2,2.0,8,RL,Norm,SawyerW,TA,RL,CompShg,118858.0
896,1963,1963,780.0,983,1796,483.0,6,1,2.0,8,RL,Norm,NAmes,TA,RL,CompShg,140000.0
897,1936,1950,951.0,951,951,327.0,4,1,1.0,6,RM,Norm,IDOTRR,TA,RM,CompShg,106500.0
898,1979,1979,0.0,1120,2240,528.0,5,2,2.0,12,RL,Norm,SawyerW,TA,RL,CompShg,142953.0
899,2009,2010,2330.0,2364,2364,820.0,9,2,3.0,11,RL,Norm,NridgHt,Ex,RL,CompShg,611657.0
900,1961,1994,912.0,1236,1236,288.0,5,1,1.0,6,RL,Norm,Sawyer,TA,RL,CompShg,135000.0
901,1971,1971,858.0,858,858,684.0,4,1,1.0,4,RL,Norm,NAmes,TA,RL,CompShg,110000.0
902,1957,2000,992.0,1306,1306,756.0,5,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,153000.0
903,2003,2003,783.0,807,1509,393.0,7,2,2.0,8,RL,Norm,Gilbert,Gd,RL,CompShg,180000.0
904,2006,2006,1670.0,1670,1670,690.0,7,2,3.0,7,RL,Norm,Gilbert,Gd,RL,CompShg,240000.0
905,1967,1967,876.0,902,902,288.0,5,1,1.0,6,RL,Norm,Sawyer,TA,RL,CompShg,125500.0
906,1954,1954,1056.0,1063,1063,280.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,128000.0
